"pcode","regno","regdate"
"49105","0198","20/01/1998 12:00:00 AM"
"49105","0301","24/04/2001 12:00:00 AM"
"49105","0599","3/06/1999 12:00:00 AM"
"49105","0605","30/08/2005 12:00:00 AM"
"49105","0999","15/09/1999 12:00:00 AM"
"49105","1202","31/12/2002 12:00:00 AM"
"49646","0403","24/04/2003 12:00:00 AM"
"49646","0997","13/10/1997 12:00:00 AM"
"49648","01","14/02/1997 12:00:00 AM"
"49648","02","30/06/1997 12:00:00 AM"
"49648","0799","3/08/1999 12:00:00 AM"
"46769","01","29/01/1997 12:00:00 AM"
"46769","1009","7/12/2009 12:00:00 AM"
"46769","1105","5/01/2006 12:00:00 AM"
"46769","1299","4/01/2000 12:00:00 AM"
"46769","54739","23/01/2012 12:00:00 AM"
"49073","01","27/04/1998 12:00:00 AM"
"49073","02","27/04/1998 12:00:00 AM"
"49073","0799","21/07/1999 12:00:00 AM"
"50519","0100","25/01/2000 12:00:00 AM"
"50519","0701","16/07/2001 12:00:00 AM"
"50519","0703","10/07/2003 12:00:00 AM"
"50519","1099","9/11/1999 12:00:00 AM"
"50521","0398","11/03/1998 12:00:00 AM"
"50521","0703","5/08/2003 12:00:00 AM"
"50521","50346","10/11/2010 12:00:00 AM"
"50381","0508","27/08/2008 12:00:00 AM"
"50381","0509","12/01/2010 12:00:00 AM"
"50381","0607","8/08/2007 12:00:00 AM"
"50381","1004","15/02/2005 12:00:00 AM"
"50381","1198","19/11/1998 12:00:00 AM"
"50381","59969","28/11/2013 12:00:00 AM"
"50381","62771","16/12/2014 12:00:00 AM"
"50542","0199","29/01/1999 12:00:00 AM"
"50542","1208","6/04/2009 12:00:00 AM"
"50667","0600","7/07/2000 12:00:00 AM"
"49863","1098","12/10/1998 12:00:00 AM"
"49881","1197","26/11/1997 12:00:00 AM"
"49906","01","11/08/1997 12:00:00 AM"
"49906","0307","11/04/2007 12:00:00 AM"
"49906","0402","6/05/2002 12:00:00 AM"
"49906","0498","31/03/1998 12:00:00 AM"
"49906","0800","28/08/2000 12:00:00 AM"
"49906","51802","23/03/2011 12:00:00 AM"
"49938","01","27/08/1997 12:00:00 AM"
"49938","0704","20/10/2004 12:00:00 AM"
"49938","0809","9/06/2010 12:00:00 AM"
"49938","60304","30/07/2014 12:00:00 AM"
"49030","01","3/12/1996 12:00:00 AM"
"49030","0898","3/09/1998 12:00:00 AM"
"49030","1001","25/10/2001 12:00:00 AM"
"49362","101376","4/03/2015 12:00:00 AM"
"49855","0498","28/04/1998 12:00:00 AM"
"49855","0508","15/12/2008 12:00:00 AM"
"51366","0103","29/01/2003 12:00:00 AM"
"51366","0308","24/06/2008 12:00:00 AM"
"51366","0900","19/09/2000 12:00:00 AM"
"51366","0901","11/09/2001 12:00:00 AM"
"51366","0902","17/09/2002 12:00:00 AM"
"51366","1002","14/10/2002 12:00:00 AM"
"51366","1202","8/01/2003 12:00:00 AM"
"51366","53475","3/06/2011 12:00:00 AM"
"51366","57811","14/11/2013 12:00:00 AM"
"49130","01","4/02/1997 12:00:00 AM"
"49130","54392","29/11/2011 12:00:00 AM"
"49625","0700","2/08/2000 12:00:00 AM"
"49625","1297","16/12/1997 12:00:00 AM"
"49625","57716","12/10/2012 12:00:00 AM"
"51248","0299","10/03/1999 12:00:00 AM"
"51248","0401","6/06/2001 12:00:00 AM"
"51248","0505","27/06/2005 12:00:00 AM"
"49826","01","8/07/1997 12:00:00 AM"
"49826","0798","31/07/1998 12:00:00 AM"
"49826","1098","29/10/1998 12:00:00 AM"
"49861","1197","7/11/1997 12:00:00 AM"
"49894","0897","29/08/1997 12:00:00 AM"
"49894","50004","8/10/2010 12:00:00 AM"
"49926","01","19/08/1997 12:00:00 AM"
"49926","55319","4/04/2012 12:00:00 AM"
"49943","01","5/06/1997 12:00:00 AM"
"49943","0900","7/09/2000 12:00:00 AM"
"51189","0998","6/10/1998 12:00:00 AM"
"51189","1198","24/11/1998 12:00:00 AM"
"30462","02","17/04/1997 12:00:00 AM"
"30462","0200","10/03/2000 12:00:00 AM"
"30462","0298","24/02/1998 12:00:00 AM"
"30462","03","17/04/1997 12:00:00 AM"
"30462","0404","5/11/2004 12:00:00 AM"
"30462","0708","20/08/2008 12:00:00 AM"
"30462","0802","13/08/2002 12:00:00 AM"
"32357","0203","6/03/2003 12:00:00 AM"
"32391","0803","10/09/2003 12:00:00 AM"
"32457","01","23/06/1997 12:00:00 AM"
"32457","0301","6/04/2001 12:00:00 AM"
"32734","0408","12/05/2008 12:00:00 AM"
"39118","02","9/09/1996 12:00:00 AM"
"39118","0507","3/07/2007 12:00:00 AM"
"39118","0509","23/07/2009 12:00:00 AM"
"39118","0703","11/08/2003 12:00:00 AM"
"39118","0705","18/10/2005 12:00:00 AM"
"39118","0799","26/07/1999 12:00:00 AM"
"39118","0897","28/08/1997 12:00:00 AM"
"39118","100764","25/11/2015 12:00:00 AM"
"39118","1198","13/11/1998 12:00:00 AM"
"39118","51577","20/01/2011 12:00:00 AM"
"39118","54519","1/05/2013 12:00:00 AM"
"31111","1200","28/12/2000 12:00:00 AM"
"36627","01","28/07/1997 12:00:00 AM"
"36627","0700","4/08/2000 12:00:00 AM"
"36627","1006","16/04/2007 12:00:00 AM"
"36627","1097","23/10/1997 12:00:00 AM"
"36627","1103","16/02/2004 12:00:00 AM"
"36627","1104","6/01/2005 12:00:00 AM"
"36627","1200","5/01/2001 12:00:00 AM"
"36627","4577","14/07/1995 12:00:00 AM"
"36627","60134","27/11/2013 12:00:00 AM"
"36645","01","23/08/1996 12:00:00 AM"
"36645","0701","27/07/2001 12:00:00 AM"
"36645","0998","8/09/1998 12:00:00 AM"
"38531","0199","28/01/1999 12:00:00 AM"
"38531","0803","14/08/2003 12:00:00 AM"
"35963","01","15/04/1996 12:00:00 AM"
"35963","0405","20/10/2005 12:00:00 AM"
"35963","0702","30/07/2002 12:00:00 AM"
"35980","01","4/04/1996 12:00:00 AM"
"35980","1100","6/11/2000 12:00:00 AM"
"35995","103845","26/05/2016 2:48:31 PM"
"35995","105384","5/09/2016 12:00:00 AM"
"35995","1200","21/12/2000 12:00:00 AM"
"36012","0501","5/06/2001 12:00:00 AM"
"36014","46516","20/05/2011 12:00:00 AM"
"39539","01","10/05/1996 12:00:00 AM"
"39539","0102","21/02/2002 12:00:00 AM"
"39539","0699","9/06/1999 12:00:00 AM"
"39539","100435","20/02/2015 12:00:00 AM"
"39539","51561","22/07/2011 12:00:00 AM"
"30462","0899","1/09/1999 12:00:00 AM"
"30462","0902","17/09/2002 12:00:00 AM"
"30462","1202","13/12/2002 12:00:00 AM"
"30462","58583","26/02/2013 12:00:00 AM"
"30485","0200","15/03/2000 12:00:00 AM"
"30485","0303","13/03/2003 12:00:00 AM"
"30485","0598","22/05/1998 12:00:00 AM"
"30485","1","29/09/1995 12:00:00 AM"
"30487","01","3/05/2007 12:00:00 AM"
"30487","0209","30/04/2009 12:00:00 AM"
"30487","0303","26/03/2003 12:00:00 AM"
"30487","0605","1/09/2005 12:00:00 AM"
"30487","102345","12/08/2015 12:00:00 AM"
"30487","56024","28/02/2012 12:00:00 AM"
"30628","02","28/10/1997 12:00:00 AM"
"30628","0702","19/07/2002 12:00:00 AM"
"37437","1200","19/12/2000 12:00:00 AM"
"37512","01","10/07/1996 12:00:00 AM"
"37512","0202","20/02/2002 12:00:00 AM"
"37512","1099","10/11/1999 12:00:00 AM"
"37512","49672","25/08/2010 12:00:00 AM"
"37537","0102","21/02/2002 12:00:00 AM"
"37537","0199","28/01/1999 12:00:00 AM"
"37537","0699","11/06/1999 12:00:00 AM"
"37537","51565","25/07/2011 12:00:00 AM"
"39475","0503","19/05/2003 12:00:00 AM"
"31729","02","7/05/1997 12:00:00 AM"
"31729","03","7/05/1997 12:00:00 AM"
"31729","0399","19/03/1999 12:00:00 AM"
"31729","1002","24/10/2002 12:00:00 AM"
"31729","1102","26/11/2002 12:00:00 AM"
"37013","0501","21/05/2001 12:00:00 AM"
"37013","0599","3/06/1999 12:00:00 AM"
"37013","0906","23/03/2007 12:00:00 AM"
"37013","0999","5/10/1999 12:00:00 AM"
"40428","0209","26/03/2010 12:00:00 AM"
"40428","1100","6/12/2000 12:00:00 AM"
"39539","58120","14/03/2013 12:00:00 AM"
"33055","RV1216_01","12/12/2016 4:42:11 PM"
"33055","RV1216_02","12/12/2016 4:42:52 PM"
"36329","01","29/03/1996 12:00:00 AM"
"36329","51268","5/11/2010 12:00:00 AM"
"36329","53215","17/05/2011 12:00:00 AM"
"37967","0102","12/02/2002 12:00:00 AM"
"37967","0498","7/04/1998 12:00:00 AM"
"37967","1297","15/12/1997 12:00:00 AM"
"37967","53748","28/05/2012 12:00:00 AM"
"37969","0400","12/05/2000 12:00:00 AM"
"39890","0204","6/07/2004 12:00:00 AM"
"39890","0701","31/07/2001 12:00:00 AM"
"39890","0799","4/08/1999 12:00:00 AM"
"39890","101101","18/03/2015 12:00:00 AM"
"39890","1100","29/11/2000 12:00:00 AM"
"39890","1207","1/04/2008 12:00:00 AM"
"39890","58141","20/12/2012 12:00:00 AM"
"31464","0101","17/01/2001 12:00:00 AM"
"31464","0210","27/05/2010 12:00:00 AM"
"31464","0403","22/04/2003 12:00:00 AM"
"31464","0999","21/09/1999 12:00:00 AM"
"31464","1009","19/03/2010 12:00:00 AM"
"30075","0707","8/01/2008 12:00:00 AM"
"30193","0498","14/04/1998 12:00:00 AM"
"30193","1006","1/02/2007 12:00:00 AM"
"32708","0702","23/07/2002 12:00:00 AM"
"32708","1003","25/02/2004 12:00:00 AM"
"32708","1298","21/12/1998 12:00:00 AM"
"32708","59695","8/08/2013 12:00:00 AM"
"37088","01","20/09/1996 12:00:00 AM"
"37088","0109","11/09/2009 12:00:00 AM"
"37088","0301","21/03/2001 12:00:00 AM"
"37088","0602","17/07/2002 12:00:00 AM"
"37088","1000","16/10/2000 12:00:00 AM"
"37188","01","18/06/1997 12:00:00 AM"
"37188","0701","1/08/2001 12:00:00 AM"
"37202","0803","17/09/2003 12:00:00 AM"
"37202","50981","7/09/2010 12:00:00 AM"
"37206","0209","29/05/2009 12:00:00 AM"
"37206","1104","28/07/2005 12:00:00 AM"
"37206","59360","19/11/2013 12:00:00 AM"
"35697","01","30/01/1997 12:00:00 AM"
"35697","0201","20/02/2001 12:00:00 AM"
"35697","1001","12/11/2001 12:00:00 AM"
"35697","100555","6/01/2015 12:00:00 AM"
"35697","102578","5/06/2015 12:00:00 AM"
"35731","0902","30/09/2002 12:00:00 AM"
"35731","53937","22/05/2012 12:00:00 AM"
"35731","56890","22/06/2012 12:00:00 AM"
"35780","0205","1/03/2005 12:00:00 AM"
"40743","0801","15/08/2001 12:00:00 AM"
"30124","02","10/04/1997 12:00:00 AM"
"30124","1200","18/12/2000 12:00:00 AM"
"30255","01","23/12/1996 12:00:00 AM"
"30255","0306","1/06/2006 12:00:00 AM"
"30255","0799","18/08/1999 12:00:00 AM"
"30255","1000","18/10/2000 12:00:00 AM"
"37126","0509","20/08/2009 12:00:00 AM"
"37126","0700","3/08/2000 12:00:00 AM"
"37126","1007","7/12/2007 12:00:00 AM"
"37126","1098","21/10/1998 12:00:00 AM"
"37126","1202","19/12/2002 12:00:00 AM"
"37208","0209","29/05/2009 12:00:00 AM"
"37208","0705","31/10/2005 12:00:00 AM"
"30467","01","4/06/1996 12:00:00 AM"
"30467","02","11/07/1997 12:00:00 AM"
"30467","0200","24/03/2000 12:00:00 AM"
"30467","0802","26/08/2002 12:00:00 AM"
"30467","0903","22/09/2003 12:00:00 AM"
"30467","58820","23/04/2013 12:00:00 AM"
"30467","61798","14/02/2014 12:00:00 AM"
"30476","02","25/06/1996 12:00:00 AM"
"30476","0298","24/02/1998 12:00:00 AM"
"30476","0702","19/07/2002 12:00:00 AM"
"30676","0499","29/04/1999 12:00:00 AM"
"30676","1005","6/10/2005 12:00:00 AM"
"30710","0698","9/06/1998 12:00:00 AM"
"32843","0100","12/01/2000 12:00:00 AM"
"32843","02","8/01/1997 12:00:00 AM"
"32843","0208","16/10/2008 12:00:00 AM"
"32843","1002","15/10/2002 12:00:00 AM"
"32843","1097","21/10/1997 12:00:00 AM"
"32843","61263","18/12/2013 12:00:00 AM"
"35960","1297","12/12/1997 12:00:00 AM"
"36026","01","20/08/1996 12:00:00 AM"
"36026","100547","10/02/2015 12:00:00 AM"
"36026","1201","24/01/2002 12:00:00 AM"
"36026","56642","27/09/2012 12:00:00 AM"
"37532","0001","3/07/1995 12:00:00 AM"
"37532","0102","20/02/2002 12:00:00 AM"
"37532","0199","19/01/1999 12:00:00 AM"
"37532","0699","9/06/1999 12:00:00 AM"
"37532","1","3/03/1994 12:00:00 AM"
"39461","0309","28/04/2009 12:00:00 AM"
"39461","0800","14/08/2000 12:00:00 AM"
"39461","106838","5/09/2016 12:00:00 AM"
"39461","1197","7/11/1997 12:00:00 AM"
"39461","52730","24/03/2011 12:00:00 AM"
"41072","0603","8/07/2003 12:00:00 AM"
"41072","1208","24/03/2009 12:00:00 AM"
"35694","01","4/03/1997 12:00:00 AM"
"35694","0701","7/08/2001 12:00:00 AM"
"35694","1000","27/10/2000 12:00:00 AM"
"35694","1001","1/11/2001 12:00:00 AM"
"37234","0201","19/02/2001 12:00:00 AM"
"37234","0707","24/12/2007 12:00:00 AM"
"37234","1204","30/05/2005 12:00:00 AM"
"37234","62235","25/09/2014 12:00:00 AM"
"37266","0700","10/08/2000 12:00:00 AM"
"37266","0906","28/09/2006 12:00:00 AM"
"37266","0909","16/02/2010 12:00:00 AM"
"39255","0701","24/07/2001 12:00:00 AM"
"30550","1002","14/10/2002 12:00:00 AM"
"30582","01","21/11/1995 12:00:00 AM"
"30582","0109","25/02/2009 12:00:00 AM"
"30582","0706","18/10/2006 12:00:00 AM"
"30582","1097","30/10/1997 12:00:00 AM"
"30582","51667","9/11/2010 12:00:00 AM"
"30699","0710","17/08/2010 12:00:00 AM"
"30699","0801","8/08/2001 12:00:00 AM"
"35998","35998","20/04/1994 12:00:00 AM"
"37451","1100","7/12/2000 12:00:00 AM"
"39572","0614","10/07/2014 4:55:45 PM"
"41044","55224","19/10/2012 12:00:00 AM"
"30956","01","4/02/2003 12:00:00 AM"
"30956","0804","20/09/2004 12:00:00 AM"
"36089","01","13/06/1996 12:00:00 AM"
"36089","0299","23/02/1999 12:00:00 AM"
"36089","0403","7/05/2003 12:00:00 AM"
"36089","0903","19/09/2003 12:00:00 AM"
"36089","55352","19/12/2011 12:00:00 AM"
"53608","60114","28/11/2013 12:00:00 AM"
"53633","0301","21/03/2001 12:00:00 AM"
"53733","0705","21/10/2005 12:00:00 AM"
"53733","1200","2/01/2001 12:00:00 AM"
"53733","49458","5/04/2011 12:00:00 AM"
"53776","0201","15/02/2001 12:00:00 AM"
"59851","0605","9/11/2005 12:00:00 AM"
"59851","0710","20/10/2010 12:00:00 AM"
"59851","100091","8/01/2015 12:00:00 AM"
"59890","0807","7/08/2007 12:00:00 AM"
"60051","1005","16/02/2006 12:00:00 AM"
"60051","59388","11/06/2013 12:00:00 AM"
"60460","1105","14/12/2005 12:00:00 AM"
"60460","57166","3/08/2012 12:00:00 AM"
"60483","0806","21/08/2006 12:00:00 AM"
"60140","104356","3/11/2015 12:36:54 PM"
"60140","1205","17/02/2006 12:00:00 AM"
"60140","51038","10/11/2010 12:00:00 AM"
"60142","0805","20/09/2005 12:00:00 AM"
"60142","0806","10/08/2006 12:00:00 AM"
"54887","1101","14/11/2001 12:00:00 AM"
"54919","0203","12/06/2003 12:00:00 AM"
"54919","0307","28/08/2007 12:00:00 AM"
"54919","1201","14/01/2002 12:00:00 AM"
"60242","0306","26/04/2006 12:00:00 AM"
"60369","0309","1/07/2009 12:00:00 AM"
"60369","1207","7/01/2008 12:00:00 AM"
"60369","51320","26/09/2011 12:00:00 AM"
"60408","0106","22/02/2006 12:00:00 AM"
"59904","57010","5/09/2012 12:00:00 AM"
"59904","57703","17/07/2013 12:00:00 AM"
"59936","1205","21/03/2006 12:00:00 AM"
"54106","0302","21/03/2002 12:00:00 AM"
"54106","1201","18/01/2002 12:00:00 AM"
"54120","0107","28/02/2007 12:00:00 AM"
"54120","0902","2/10/2002 12:00:00 AM"
"54123","0105","4/05/2005 12:00:00 AM"
"54137","0110","28/01/2010 12:00:00 AM"
"54137","0310","16/03/2010 12:00:00 AM"
"54137","0508","1/08/2008 12:00:00 AM"
"54137","0601","12/07/2001 12:00:00 AM"
"54137","0905","17/10/2005 12:00:00 AM"
"54137","55708","3/04/2012 12:00:00 AM"
"54624","0204","16/03/2004 12:00:00 AM"
"54624","0403","7/05/2003 12:00:00 AM"
"54624","0806","12/10/2006 12:00:00 AM"
"54624","0808","27/10/2008 12:00:00 AM"
"54624","0809","24/08/2009 12:00:00 AM"
"54624","1002","15/10/2002 12:00:00 AM"
"54624","1004","26/11/2004 12:00:00 AM"
"54624","1007","13/05/2008 12:00:00 AM"
"54624","56882","16/10/2012 12:00:00 AM"
"60097","0507","6/08/2007 12:00:00 AM"
"60097","0806","22/09/2006 12:00:00 AM"
"59710","0605","26/09/2005 12:00:00 AM"
"59710","0710","31/08/2010 12:00:00 AM"
"59744","0805","21/11/2005 12:00:00 AM"
"59744","1108","15/01/2009 12:00:00 AM"
"59744","1109","18/03/2010 12:00:00 AM"
"60114","0306","6/04/2006 12:00:00 AM"
"60114","0507","9/07/2007 12:00:00 AM"
"59934","54400","10/11/2011 12:00:00 AM"
"54125","0105","4/05/2005 12:00:00 AM"
"54157","0902","11/10/2002 12:00:00 AM"
"54157","0903","17/09/2003 12:00:00 AM"
"54168","0501","28/05/2001 12:00:00 AM"
"54168","0701","30/07/2001 12:00:00 AM"
"54182","1112","28/11/2012 12:00:00 AM"
"54286","0507","19/07/2007 12:00:00 AM"
"54286","0801","11/09/2001 12:00:00 AM"
"54575","0703","16/07/2003 12:00:00 AM"
"54575","108546","18/01/2017 12:00:00 AM"
"54575","1107","6/05/2008 12:00:00 AM"
"54575","51076","1/04/2011 12:00:00 AM"
"54575","60306","31/10/2013 12:00:00 AM"
"54936","1101","3/01/2002 12:00:00 AM"
"53112","0600","25/07/2000 12:00:00 AM"
"53112","1002","5/11/2002 12:00:00 AM"
"53112","1203","22/06/2004 12:00:00 AM"
"53127","0614","10/07/2014 5:48:00 PM"
"53212","0502","20/06/2002 12:00:00 AM"
"53212","0601","18/07/2001 12:00:00 AM"
"53261","0506","8/06/2006 12:00:00 AM"
"53261","0800","16/08/2000 12:00:00 AM"
"53261","101008","17/12/2014 12:00:00 AM"
"59713","0207","28/02/2007 12:00:00 AM"
"59713","50655","17/08/2010 12:00:00 AM"
"59713","51220","21/05/2012 12:00:00 AM"
"59730","0405","25/07/2005 12:00:00 AM"
"59730","0805","3/11/2005 12:00:00 AM"
"59730","0906","23/11/2006 12:00:00 AM"
"59730","101271","22/03/2016 12:00:00 AM"
"59730","1208","4/02/2009 12:00:00 AM"
"59730","52773","13/07/2011 12:00:00 AM"
"59730","60391","31/10/2013 12:00:00 AM"
"51755","0399","17/03/1999 12:00:00 AM"
"51755","0500","29/06/2000 12:00:00 AM"
"51755","101898","14/05/2015 12:00:00 AM"
"51755","57927","4/01/2013 12:00:00 AM"
"54624","57858","2/09/2013 12:00:00 AM"
"54624","61733","23/04/2014 12:00:00 AM"
"54892","1201","7/01/2002 12:00:00 AM"
"59871","0210","19/04/2010 12:00:00 AM"
"59871","0606","12/07/2006 12:00:00 AM"
"59885","0507","14/05/2007 12:00:00 AM"
"59904","1009","3/03/2010 12:00:00 AM"
"59904","1105","23/12/2005 12:00:00 AM"
"59904","1206","1/02/2007 12:00:00 AM"
"59904","51212","3/12/2010 12:00:00 AM"
"60071","0705","2/09/2005 12:00:00 AM"
"60471","0408","9/09/2008 12:00:00 AM"
"60489","0307","19/06/2007 12:00:00 AM"
"60489","0906","11/10/2006 12:00:00 AM"
"60672","0306","1/05/2006 12:00:00 AM"
"60689","0710","11/08/2010 12:00:00 AM"
"60689","0909","23/10/2009 12:00:00 AM"
"60689","1207","11/12/2007 12:00:00 AM"
"60689","51118","28/03/2011 12:00:00 AM"
"60807","0506","20/06/2006 12:00:00 AM"
"60821","0406","5/07/2006 12:00:00 AM"
"51772","0306","12/05/2006 12:00:00 AM"
"51772","0700","4/08/2000 12:00:00 AM"
"51772","1003","3/10/2003 12:00:00 AM"
"51772","1104","24/02/2005 12:00:00 AM"
"51772","1200","5/01/2001 12:00:00 AM"
"51772","60129","3/01/2014 12:00:00 AM"
"53312","0301","12/04/2001 12:00:00 AM"
"53493","0507","11/07/2007 12:00:00 AM"
"53493","1200","12/12/2000 12:00:00 AM"
"53510","1200","9/01/2001 12:00:00 AM"
"53527","0602","18/06/2002 12:00:00 AM"
"53610","0105","26/04/2005 12:00:00 AM"
"53610","0501","13/06/2001 12:00:00 AM"
"53610","0506","3/04/2007 12:00:00 AM"
"53610","0509","25/01/2010 12:00:00 AM"
"53610","56910","4/10/2013 12:00:00 AM"
"59845","0709","21/10/2009 12:00:00 AM"
"59845","1005","21/02/2006 12:00:00 AM"
"54080","0307","27/06/2007 12:00:00 AM"
"54080","0603","13/06/2003 12:00:00 AM"
"54080","0806","18/01/2007 12:00:00 AM"
"54080","102558","24/11/2015 12:00:00 AM"
"53332","0800","23/08/2000 12:00:00 AM"
"53332","1206","13/12/2006 12:00:00 AM"
"53375","1000","12/10/2000 12:00:00 AM"
"53464","57646","20/11/2012 12:00:00 AM"
"53539","0302","28/03/2002 12:00:00 AM"
"53607","0602","24/06/2002 12:00:00 AM"
"53607","101720","13/07/2016 12:00:00 AM"
"53650","0101","22/01/2001 12:00:00 AM"
"53768","0201","13/02/2001 12:00:00 AM"
"53782","0101","5/02/2001 12:00:00 AM"
"53868","0401","24/04/2001 12:00:00 AM"
"53868","0702","7/08/2002 12:00:00 AM"
"53868","1206","3/11/2008 12:00:00 AM"
"53868","57181","17/09/2012 12:00:00 AM"
"53868","59363","2/05/2013 12:00:00 AM"
"53882","0301","23/03/2001 12:00:00 AM"
"53882","0601","19/06/2001 12:00:00 AM"
"53893","0108","13/03/2008 12:00:00 AM"
"53893","0510","28/06/2010 12:00:00 AM"
"53893","1101","12/12/2001 12:00:00 AM"
"53893","63191","16/09/2014 12:00:00 AM"
"59884","0705","8/12/2005 12:00:00 AM"
"52680","0101","17/01/2001 12:00:00 AM"
"52680","0200","31/03/2000 12:00:00 AM"
"52680","0909","1/12/2009 12:00:00 AM"
"52680","102350","15/05/2015 12:00:00 AM"
"52680","62416","24/07/2014 12:00:00 AM"
"52780","0300","12/04/2000 12:00:00 AM"
"52880","0401","10/05/2001 12:00:00 AM"
"52880","56080","15/01/2013 12:00:00 AM"
"52923","0203","11/02/2003 12:00:00 AM"
"52923","0304","13/04/2004 12:00:00 AM"
"52923","0402","3/05/2002 12:00:00 AM"
"52923","0600","24/07/2000 12:00:00 AM"
"52923","59856","5/02/2014 12:00:00 AM"
"54146","0501","5/06/2001 12:00:00 AM"
"54165","0202","20/03/2002 12:00:00 AM"
"54165","0601","9/07/2001 12:00:00 AM"
"54297","0102","28/12/2001 12:00:00 AM"
"54297","0203","25/02/2003 12:00:00 AM"
"54429","0902","25/09/2002 12:00:00 AM"
"54597","0904","8/11/2004 12:00:00 AM"
"54597","1102","22/11/2002 12:00:00 AM"
"60477","0606","17/07/2006 12:00:00 AM"
"60477","101250","24/04/2015 12:00:00 AM"
"58905","0504","19/10/2004 12:00:00 AM"
"58937","1104","5/01/2005 12:00:00 AM"
"58937","50605","9/11/2010 12:00:00 AM"
"58998","0614","10/07/2014 3:55:09 PM"
"59298","0706","1/08/2006 12:00:00 AM"
"59430","0105","18/04/2005 12:00:00 AM"
"59249","0505","21/07/2005 12:00:00 AM"
"59249","101260","24/04/2015 12:00:00 AM"
"59249","55872","17/01/2013 12:00:00 AM"
"59249","57591","21/03/2013 12:00:00 AM"
"59449","0105","8/07/2005 12:00:00 AM"
"59449","0306","23/05/2006 12:00:00 AM"
"61053","0107","21/05/2007 12:00:00 AM"
"61087","0310","28/05/2010 12:00:00 AM"
"61087","0606","16/10/2006 12:00:00 AM"
"60635","0306","6/04/2006 12:00:00 AM"
"58972","0306","7/06/2006 12:00:00 AM"
"59138","0305","22/04/2005 12:00:00 AM"
"59138","60291","31/10/2013 12:00:00 AM"
"59138","61063","24/08/2015 12:00:00 AM"
"59138","62153","26/09/2014 12:00:00 AM"
"59272","1004","25/07/2005 12:00:00 AM"
"59306","0205","21/07/2005 12:00:00 AM"
"59433","0205","1/04/2005 12:00:00 AM"
"59438","0805","6/10/2005 12:00:00 AM"
"61069","0614","10/07/2014 5:49:07 PM"
"61078","0606","16/10/2006 12:00:00 AM"
"61078","0709","2/11/2009 12:00:00 AM"
"61078","52543","10/04/2013 12:00:00 AM"
"61112","1106","20/11/2006 12:00:00 AM"
"60114","0609","8/09/2009 12:00:00 AM"
"60114","55418","30/04/2012 12:00:00 AM"
"60297","0106","17/03/2006 12:00:00 AM"
"60297","62335","22/08/2014 12:00:00 AM"
"50485","1098","2/11/1998 12:00:00 AM"
"50485","1207","21/01/2008 12:00:00 AM"
"50485","18929","10/01/2000 12:00:00 AM"
"50485","18970","4/02/2000 12:00:00 AM"
"50485","19505","2/03/2000 12:00:00 AM"
"50485","19506","2/03/2000 12:00:00 AM"
"50485","20970","4/08/2000 12:00:00 AM"
"50485","22862","12/02/2001 12:00:00 AM"
"52878","0812","14/08/2012 12:00:00 AM"
"52878","57796","22/11/2012 12:00:00 AM"
"52878","63152","17/09/2014 12:00:00 AM"
"52891","0302","11/04/2002 12:00:00 AM"
"52891","1004","7/12/2004 12:00:00 AM"
"52251","0100","17/02/2000 12:00:00 AM"
"52566","0200","18/02/2000 12:00:00 AM"
"52583","0700","4/08/2000 12:00:00 AM"
"50312","0209","4/03/2009 12:00:00 AM"
"50312","0502","8/05/2002 12:00:00 AM"
"50312","0698","22/06/1998 12:00:00 AM"
"50312","0701","22/08/2001 12:00:00 AM"
"50312","1097","20/10/1997 12:00:00 AM"
"50312","1297","17/12/1997 12:00:00 AM"
